Country Name,Country Code,Indicator Name,Indicator Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Trinidad and Tobago,TTO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.830812198571,43.4077653551109,39.9151512988254,42.3336454756702,43.4147666231567,42.529131503989,42.8954818041472,41.9713815715814,42.1713831168849,40.8489873405107,41.5668968878792,42.5242842292877,41.0650766403151,38.2978926121035,42.5001044331777
Tunisia,TUN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,52.9811789950767,58.6908302757937,47.9770677537442,52.1912811425565,54.0517255325681,55.6378761572116,54.0652513616158,53.159638737738,48.848691902871,48.7973687883644,54.0880194879989,58.3862531032743,56.3815521435025,46.3548339317886,51.8713805051671
Turkiye,TUR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.9612910545714,26.9819629689095,23.4168678008097,25.500331910756,30.3104743820065,28.4699271358616,28.7342892947321,28.560759468849,26.557266261846,25.244677102771,29.7227464055755,31.3815223078694,30.1190768431148,32.2229655859371,35.338747854855
Tanzania,TZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.2277691926899,29.5619331960008,25.3383348142052,28.0329106928814,34.5318418555069,31.9968373970068,29.6188399281829,27.2868130672252,23.6527693247348,19.0704953363596,17.4491004195082,17.9034665112026,16.9818431017325,14.4591413507523,15.7951616808233
Uganda,UGA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.0523481249298,31.9781258608383,28.4503117666136,24.4447661623689,26.899501619938,28.010408369725,26.5961192021574,21.0661901743321,24.8119730176989,18.7821976075312,20.1759235122395,21.5513525388056,22.2519959480052,21.585893851908,25.9326225729506
Ukraine,UKR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,46.7566495274968,50.9120232857868,44.547337921655,49.2731921273264,55.3989169701848,55.2399567951663,51.1042867829065,52.0988206677736,55.2089367899327,56.2225854554037,55.9100665598426,53.9645794092748,49.2795430350714,40.3348060859881,42.0096208865812
Uruguay,URY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.1199605894696,35.0050710353775,26.2952035137558,25.3560426602576,26.8248845897207,29.1415247389489,26.3647100498695,25.5449624492357,22.8503895571793,21.5389007769197,20.4468231429218,21.3697665372169,21.839464532284,21.5435926948878,25.3704358213017
United States,USA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.5482262680953,17.441943601098,13.8273085764833,15.878527508625,17.2790147933311,17.0377883064876,16.3878144030073,16.3983551242045,15.2770653039497,14.5644385592212,14.9478571955214,15.1582483706352,14.4692832148142,13.0061222420701,14.422677831261
Uzbekistan,UZB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.7432635686414,38.5794692300191,34.0105112646732,24.973280030251,25.9672280176236,24.9557806675221,23.7321986417984,20.3115739373955,16.982680201966,16.8592313302988,24.0801996597547,39.9611620983855,39.6137894655513,34.136114347697,36.1515861016925
St. Vincent and the Grenadines,VCT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.830812198571,43.4077653551109,39.9151512988254,42.3336454756702,43.4147666231567,42.529131503989,42.8954818041472,41.9713815715814,42.1713831168849,40.8489873405107,41.5668968878792,42.5242842292877,41.0650766403151,38.2978926121035,42.5001044331777
Virgin Islands (U.S.),VIR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,264.778428093645,429.359095193214,253.296834087122,287.025901942646,338.929670850107,77.0114942528736,74.6923488496522,85.9186535764376,43.1340431340431,66.2717219589258,94.3595150237217,106.11776701504,100.461053142441,75.2896665878458,90.0155313956068
Viet Nam,VNM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,84.0875093942823,83.9807876874868,72.0974336552711,59.8018415728627,64.0804222196337,59.7501918421214,64.0459088748316,65.8119455041556,71.9913763582877,71.3022217174998,79.2175618233041,80.2404806925565,79.5466276240668,78.8642648059779,92.8256257092568
Vanuatu,VUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,48.5840674505652,59.2970616240416,57.9335093349353,55.1049295341252,51.3924969160438,53.1409682727561,54.7285610667857,53.8652038452321,64.4713640426097,58.9095577026671,57.8656717990873,54.0691270305941,49.0376919497441,51.4414508858371,48.7583936310709
Samoa,WSM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,53.9915891213902,46.0240118274779,47.9826253582374,50.8543741914974,53.2075329589329,56.4892894480509,49.7770981135881,52.9085153712304,47.4934082767028,46.4337971498413,44.3488052893128,46.9692902258758,48.2977494392677,48.2876401292505,49.2031956067828
Kosovo,XKX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,59.5400439676741,59.5400439676741,58.5276147706056,60.5083118539118,61.1997092124856,56.8419481563905,52.0996258971016,53.5491667284809,51.5690493993839,51.1914075084587,53.0812924686335,57.2616199514324,56.440801046233,53.9128702484287,65.2292477577243
"Yemen, Rep.",YEM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,43.2199970509458,43.4077653551109,39.7462328959401,34.3905592161192,32.7190337852754,36.4979202162901,30.1522796474713,26.7589534340245,21.3160815387017,26.2723415294118,33.2816570871477,47.3217203384886,47.3217203384886,47.3217203384886,47.3217203384886
South Africa,ZAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.166174743045,33.7198501285556,24.6047888395564,24.6226695358778,26.9382019655219,28.4434679995666,30.4957473096901,30.4989547517121,29.0130377322327,27.7051693349827,26.1958560481525,26.9885079767917,26.6958670030255,23.1837449200214,24.9311150310516
Zambia,ZMB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.1802654858934,30.5355294153308,26.8703832861816,27.9887692133998,32.3242097651362,35.2847988615544,39.9735243274676,37.3712097956936,42.7267429559224,38.6338855056502,36.5928368906648,36.9309649794271,34.1550123329079,32.4866629404379,33.9924211751453
Zimbabwe,ZWE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,46.3875311295925,68.0547884699127,42.3002352454567,53.4830155008197,54.6654617619959,48.9999124010862,36.6687171969687,33.7417651431647,37.5890253213673,31.2754599511169,30.3701419599608,28.3862654165889,28.2418142783622,25.0203108120573,28.0718854004586
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.904674530029297,10.256495475769045,9.818487167358398,8.569671630859375,8.561907768249512,7.897168636322021,8.805964469909668,9.528878211975098,10.105347633361816,11.81859016418457,12.620817184448242,14.208418846130373,14.83131980895996,15.533614158630373,21.82794952392578
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.974391222000122,3.3229033946990967,3.842607975006104,2.6950995922088623,2.645607709884644,2.395749568939209,2.7328269481658936,2.434128761291504,2.605794668197632,2.7131497859954834,2.793837547302246,2.588795661926269,2.47517991065979,3.2207064628601074,2.960106134414673
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.926091194152832,5.509002685546875,5.82603931427002,6.236676692962647,6.182976722717285,6.157462120056152,6.282862663269043,6.434511184692383,6.464118957519531,6.729327201843262,6.578487873077393,6.668445587158203,6.862141132354736,7.519202709197998,7.267318248748779
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.923472881317139,5.670663833618164,6.080941677093506,7.675377368927002,7.620608329772949,6.710836887359619,6.799642086029053,6.773080348968506,6.91586446762085,6.90521764755249,7.0714263916015625,7.375417232513428,7.323246002197266,8.786739349365234,8.334493637084961
United Arab Emirates,ARE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.5656962394714355,2.928475141525269,4.04999303817749,3.878730535507202,3.670069932937622,3.335963726043701,3.5022218227386475,3.53405499458313,3.4660935401916504,3.895801067352295,4.008549690246582,4.098542213439941,4.3861894607543945,5.824770450592041,5.306951522827148
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.834550857543945,8.182697296142578,9.455995559692385,9.445464134216309,9.418198585510254,9.827266693115234,9.78097915649414,9.671299934387209,10.229336738586426,9.855588912963867,10.2317476272583,10.291468620300291,10.041943550109863,10.347015380859377,9.708806991577148
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.5,6.639999866485596,8.4399995803833,9.239999771118164,9.380000114440918,9.130000114440918,10.31999969482422,10.18000030517578,10.119999885559082,9.949999809265137,10.359999656677246,10.010000228881836,11.380000114440918,12.239999771118164,12.34000015258789
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.4460954666137695,4.200270175933838,4.177327632904053,5.379070281982422,5.442572116851807,5.479214668273926,5.509092330932617,5.87269926071167,5.279655456542969,5.121901512145996,4.874939441680908,4.848692893981934,4.375671863555908,5.921462059020996,5.851330280303955
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.054965019226074,8.248551368713379,8.54473876953125,8.420256614685059,8.537449836730957,8.674569129943848,8.750587463378906,9.833542823791504,10.182258605957031,10.092885971069336,10.12281322479248,10.05971908569336,10.219659805297852,10.68373680114746,10.543639183044434
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.529999732971191,9.729999542236328,10.229999542236328,10.220000267028809,10.029999732971191,10.199999809265137,10.289999961853027,10.369999885559082,10.369999885559082,10.350000381469728,10.380000114440918,10.350000381469728,10.489999771118164,11.390000343322754,12.100000381469728
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.9900000095367432,2.049999952316284,2.7699999809265137,2.650000095367432,2.5999999046325684,3.1600000858306885,3.2300000190734863,3.5899999141693115,4.340000152587891,4.420000076293945,4.070000171661377,3.839999914169312,4.179999828338623,5.849999904632568,4.699999809265137
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.185540199279783,7.7414751052856445,9.23238468170166,11.281967163085938,10.069963455200195,8.637564659118652,8.62834644317627,7.2108154296875,6.290226459503174,7.0614824295043945,6.952757358551025,7.293961524963379,9.050107955932615,10.718372344970703,9.101909637451172
Belgium,BEL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.136286735534668,9.595139503479004,10.321179389953612,10.20229434967041,10.36337947845459,10.502047538757324,10.576611518859863,10.60909366607666,10.79745101928711,10.793546676635742,10.79855728149414,10.861482620239258,10.794777870178224,11.19751262664795,11.04290771484375
Benin,BEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.937156438827514,2.6517810821533203,2.8889265060424805,3.009889841079712,2.997079849243164,3.075629711151123,2.868807554244995,2.69111967086792,2.728134155273437,2.795495986938477,2.668138265609741,2.8863205909729004,2.5091445446014404,2.4697039127349854,2.5812954902648926
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.233732223510742,4.647807121276856,5.081591606140137,5.239583492279053,4.648681640625,4.602672576904297,5.5633158683776855,5.000272274017334,5.131924152374268,5.960672378540039,6.024900436401367,5.0057806968688965,5.318689346313477,6.501932621002197,6.376911640167236
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.172684907913208,2.118788480758667,2.1832170486450195,2.288076639175415,2.3641812801361084,2.353787899017334,2.2957446575164795,2.279151678085327,2.27217698097229,2.389382123947144,2.367201805114746,2.3162224292755127,2.257622480392456,2.270639419555664,2.364929914474488
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.159999847412109,6.28000020980835,6.599999904632568,7.099999904632568,7.099999904632568,7.539999961853027,7.139999866485596,7.679999828338623,7.389999866485596,7.460000038146973,7.489999771118164,7.329999923706055,7.090000152587891,8.479999542236328,8.5600004196167
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.295340776443481,3.2038722038269043,4.326669216156006,4.089349746704102,3.865176200866699,4.10642147064209,4.308538913726807,4.412402629852295,4.976719379425049,4.860511779785156,4.512356758117676,4.127456665039063,3.959803342819214,4.716848373413086,4.268340587615967
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.4959869384765625,4.862616539001465,5.150014400482178,5.255942344665527,5.323985576629639,5.319091796875,5.594095706939697,5.539441585540772,5.160482406616211,5.682488441467285,6.703528881072998,5.982638359069824,5.822751522064209,7.647008419036865,7.138720512390137
Bosnia and Herzegovina,BIH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.529999732971191,9.6899995803833,9.020000457763672,9.020000457763672,9.18000030517578,9.489999771118164,9.449999809265137,9.489999771118164,9.239999771118164,9.140000343322754,8.819999694824219,8.760000228881836,8.930000305175781,9.699999809265137,9.5600004196167
Belarus,BLR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.690000057220459,5.289999961853027,5.389999866485596,5.659999847412109,4.869999885559082,5.25,5.699999809265137,5.389999866485596,6.070000171661377,5.909999847412109,5.760000228881836,5.53000020980835,5.860000133514404,6.409999847412109,6.570000171661377
Belize,BLZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.07867431640625,4.538219928741455,4.525876522064209,4.495194911956787,4.549428939819336,4.362428188323975,4.436601161956787,4.882087230682373,4.653656005859375,4.765081405639648,4.616201877593994,4.746579170227051,4.8137407302856445,5.309744358062744,4.980438232421875
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.696889400482178,4.606772422790527,5.174445152282715,5.202305316925049,5.173068046569824,5.253944396972656,5.57465124130249,5.896136283874512,6.550649642944336,6.833330631256104,6.490194797515869,6.603994369506836,6.887929916381836,8.022581100463867,8.159728050231934
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.20182991027832,8.011284828186035,8.394804954528809,7.945166110992432,7.788191318511963,7.736377239227295,7.976601600646973,8.396441459655762,8.909299850463867,9.169014930725098,9.471248626708984,9.464750289916992,9.61449146270752,10.182350158691406,9.89072322845459
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.056652069091797,6.477532863616943,7.145225524902344,6.770947456359863,6.896904945373535,7.778199672698975,7.398254871368408,6.9665141105651855,6.832013130187988,6.837360858917236,6.652534008026123,6.453364849090576,6.200150012969971,7.37276554107666,8.090433120727539
Brunei Darussalam,BRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.9414544105529783,1.8761202096939087,2.393066167831421,2.278260946273804,1.864097237586975,1.850972056388855,1.8983139991760247,1.9143680334091189,2.3870890140533447,2.5482869148254395,2.270228624343872,2.412893772125244,2.194109439849853,2.3933446407318115,2.204866647720337
Bhutan,BTN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.129846096038818,3.3811709880828857,3.5476253032684326,3.5587949752807617,3.3492178916931152,3.6191368103027344,3.707871913909912,3.557911157608032,3.757011890411377,3.576139450073242,3.3407371044158936,3.242772102355957,3.6036107540130615,4.362748622894287,3.845500230789185
Botswana,BWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.520807266235352,5.897472858428955,6.620811939239502,6.267181873321533,5.869150161743164,6.3501057624816895,6.499136447906494,5.880405902862549,6.102877616882324,5.768376350402832,6.6298699378967285,6.040103435516357,6.121932029724121,6.121339797973633,6.309295654296875
Central African Republic,CAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.718514919281006,4.086990833282471,4.819011211395264,3.5669987201690674,3.6756186485290527,3.918144464492798,4.766602039337158,4.565573692321777,5.034341812133789,5.444023132324219,6.6654157638549805,10.996578216552734,7.761247634887695,8.985380172729492,9.068532943725586
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.445401191711426,9.607549667358398,10.66225814819336,10.676114082336426,10.379508972167969,10.50971508026123,10.411749839782717,10.25765323638916,10.738697052001951,11.031925201416016,10.90631103515625,10.905425071716309,11.008877754211426,13.035118103027344,12.334107398986816
Switzerland,CHE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.41693878173828,9.531676292419434,10.14150619506836,9.9335355758667,10.04628562927246,10.144463539123535,10.37922477722168,10.428008079528809,10.778879165649414,10.990034103393556,11.045162200927734,10.772261619567873,11.063636779785156,11.732068061828612,11.801079750061035
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.212596416473389,6.739544868469238,7.250268459320068,6.819584369659424,6.799475193023682,7.019513130187988,7.475526332855225,7.841501235961914,8.351393699645996,8.557670593261719,9.0905179977417,9.225751876831056,9.362621307373049,9.72726821899414,9.343279838562012
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.674914121627808,3.900002002716065,4.349584579467773,4.230683326721191,4.342743873596191,4.565847873687744,4.714906692504883,4.7779059410095215,4.938279628753662,4.979556083679199,5.065921783447266,5.167904853820801,5.350277900695801,5.593597412109375,5.383605480194092
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.552497863769531,4.568696022033691,4.469666481018066,4.415773868560791,4.397006988525391,4.427371501922607,3.717737913131714,3.731018304824829,3.2198832035064697,3.3210127353668213,3.2469303607940674,3.0916779041290283,3.2149651050567627,3.625872611999512,3.1326937675476074
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.708585739135742,3.65843677520752,3.499971866607666,3.5774216651916504,3.8528294563293457,3.931023597717285,3.631110429763794,3.787654638290405,3.595050811767578,3.59377670288086,3.397524356842041,3.619701623916626,3.651579141616821,3.771774530410767,3.824073791503906
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.8938496112823486,4.31254768371582,4.511331558227539,3.722242832183838,3.1943554878234863,3.221503496170044,3.340575218200684,3.725206136703491,3.747854471206665,4.200278282165527,4.000577926635742,3.241271734237671,3.5080389976501465,4.050925731658936,3.785926103591919
"Congo, Rep.",COG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.9020017385482788,2.239271402359009,2.1422224044799805,1.851728558540344,1.752373218536377,1.9097106456756592,1.9434715509414675,1.9731173515319824,2.456684827804565,2.7749712467193604,2.5224099159240723,1.8976356983184808,2.5417609214782715,4.393828868865967,3.875378131866455
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.491021633148193,6.841922283172607,7.311345100402832,7.071301460266113,6.780767917633057,6.746016025543213,7.017240524291992,7.185532093048096,7.523385524749756,7.53117036819458,7.678643226623535,7.6254143714904785,7.7795491218566895,8.71432113647461,9.01772403717041
Comoros,COM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.417538642883301,5.06897497177124,4.926943778991699,4.991815567016602,5.302118301391602,5.173546314239502,5.102993488311768,5.238497257232666,4.60089921951294,4.65263557434082,5.2680745124816895,4.903185844421387,5.180444717407227,5.865219593048096,6.335131168365479
Cabo Verde,CPV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.189001560211182,3.583128929138184,3.881524324417114,4.475557327270508,4.305274486541748,5.133654594421387,5.289942264556885,5.3272223472595215,4.8233418464660645,4.846066474914551,5.268369197845459,4.738047122955322,4.563198566436768,6.124217033386231,6.903789043426514
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.996426105499268,7.468547821044922,7.860191345214844,8.029377937316895,8.121977806091309,7.786423206329346,7.68229341506958,7.663761615753174,7.591962337493896,7.317243576049805,7.045229911804199,7.285877227783203,7.221249580383301,7.825457096099853,7.568814277648926
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.96749210357666,11.314228057861328,12.290539741516112,10.688082695007324,11.312986373901367,9.299409866333008,10.430994987487791,12.141234397888184,12.814013481140137,12.217751502990724,11.471973419189451,11.018428802490234,11.084968566894531,12.48639678955078,13.787278175354004
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.360000133514404,6.010000228881836,6.46999979019165,6.5,6.429999828338623,6.539999961853027,6.929999828338623,6.929999828338623,6.789999961853027,6.650000095367432,6.619999885559082,6.829999923706055,7.070000171661377,8.40999984741211,9.43000030517578
Czechia,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.98578405380249,6.330249309539795,7.248806476593018,7.586472511291504,7.558022499084473,7.624483108520508,7.521323680877685,7.612488746643066,7.368979454040527,7.44554328918457,7.380715847015381,7.470480918884277,7.603360176086426,9.213687896728516,9.488786697387695
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.051329612731934,10.251287460327148,11.23791217803955,11.095929145812988,10.778449058532717,10.853455543518066,10.99905776977539,11.025882720947266,11.19047737121582,11.241888999938965,11.336175918579102,11.480515480041504,11.715506553649902,12.69255256652832,12.93412971496582
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.055828094482422,3.615433692932129,3.641944646835327,3.3596668243408203,3.376553535461426,3.299926996231079,2.920135736465454,2.9672632217407227,3.3475770950317383,2.74165940284729,2.4685747623443604,2.3396873474121094,2.166405439376831,2.1504831314086914,2.8766722679138184
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.791099548339844,5.04968786239624,4.983293056488037,5.157119274139404,5.334503650665283,5.795099258422852,5.347498416900635,5.261416912078857,5.159418106079102,5.123080730438232,5.462454319000244,6.184959888458252,5.169039249420166,5.999011516571045,6.504940032958984
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.329999923706056,9.510000228881836,10.670000076293944,10.609999656677246,10.40999984741211,10.520000457763672,10.329999923706056,10.3100004196167,10.34000015258789,10.25,10.100000381469728,10.100000381469728,10.149999618530272,10.5600004196167,10.81999969482422
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.089353084564209,4.561461925506592,4.763376235961914,4.923554420471191,5.037978649139404,5.048978328704834,4.915982246398926,4.797571659088135,4.72216796875,4.57663106918335,4.4933695793151855,4.126015663146973,4.239487171173096,4.939980506896973,4.918155670166016
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.821417570114136,4.201882839202881,5.359398365020752,5.1171698570251465,5.267480850219727,6.000509738922119,6.035762786865234,6.547214031219482,6.963210105895996,6.589047908782959,6.533077239990234,6.387297630310059,5.867514133453369,6.14268684387207,5.528343200683594
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.430953979492188,5.465961933135986,5.799844741821289,6.221094131469727,6.580935001373291,6.863733768463135,6.881274223327637,6.831998825073242,7.605133533477783,7.416043758392334,7.537178993225098,7.826096534729004,7.770705223083496,8.358896255493164,8.286617279052734
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.444932460784912,4.466348171234131,4.378709316253662,4.153191566467285,4.3570756912231445,4.45891809463501,4.671004295349121,4.774153232574463,5.061532020568848,5.074624061584473,5.346619129180908,4.748929977416992,4.599466800689697,4.153846263885498,4.609551429748535
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.918657302856445,8.382259368896484,9.107641220092772,9.118911743164062,9.167969703674316,9.15415382385254,9.063977241516112,9.084884643554688,9.122075080871582,8.947273254394531,8.944912910461426,8.996867179870605,9.145685195922852,10.745659828186035,10.740038871765137
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.184556484222412,5.957248687744141,6.844770431518555,6.594338417053223,6.078170299530029,6.095068454742432,6.280622959136963,6.361999034881592,6.641350269317627,6.702409744262695,6.597270965576172,6.691281795501709,6.816991806030273,7.579065322875977,7.490572929382324
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.001283168792725,4.280638694763184,4.649834156036377,5.466372489929199,4.468977451324463,4.539595603942871,4.0750651359558105,4.033655166625977,3.82316827774048,3.600337505340576,3.453369140625,3.303717613220215,3.233823776245117,3.4809627532958984,3.2082443237304688
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.079999923706055,8.34000015258789,9.15999984741211,9.140000343322754,9.220000267028809,9.59000015258789,9.8100004196167,9.779999732971191,9.649999618530272,9.380000114440918,9.130000114440918,9.050000190734863,9.170000076293944,9.630000114440918,10.25
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.4151499271392822,3.18467116355896,3.5358762741088867,3.4166412353515625,3.142935037612915,3.265549898147583,3.200406789779663,3.36860466003418,3.3246893882751465,3.279797077178955,3.186895608901977,4.10572624206543,4.25136137008667,4.7691826820373535,5.380853652954102
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.315644264221191,10.500846862792969,11.287562370300291,11.22560214996338,11.184975624084473,11.29740047454834,11.39603042602539,11.539372444152832,11.44817352294922,11.470600128173828,11.354694366455078,11.207989692687988,11.088858604431152,12.130961418151855,12.307872772216797
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.058504104614258,11.991379737854004,12.552593231201172,13.106245040893556,13.095273971557615,12.27709674835205,12.102084159851074,11.722904205322266,12.462862968444824,13.13244915008545,12.195831298828123,11.657102584838867,11.260459899902344,10.84531593322754,10.960591316223145
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.1628878116607666,2.789802312850952,3.835715770721436,2.475569009780884,2.557715654373169,2.420975685119629,2.840872049331665,2.532822608947754,2.6574394702911377,3.1076982021331787,2.780688762664795,2.745004177093506,2.768363237380981,3.41300368309021,2.706331491470337
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.623995780944824,9.025615692138672,10.04505443572998,9.926739692687988,9.924867630004885,9.952960014343262,9.872511863708496,9.862468719482422,9.79776668548584,9.728997230529783,9.59587860107422,9.73079776763916,9.957619667053224,12.158634185791016,12.364699363708496
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.440000057220459,8.4399995803833,9.56999969482422,9.06999969482422,8.010000228881836,8.050000190734863,7.880000114440918,7.900000095367432,7.420000076293945,8.0,7.059999942779541,7.110000133514404,6.659999847412109,8.430000305175781,8.420000076293945
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.8024885654449454,3.875113248825073,4.378791809082031,4.223989963531494,4.692641258239746,4.007996082305908,4.592254161834717,4.016441345214844,4.542967796325684,3.3903582096099854,3.7308754920959473,3.806730270385742,4.298478126525879,4.017524242401123,4.151768684387207
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.466275930404663,3.265622615814209,3.5814759731292725,3.427826166152954,3.789551019668579,3.5039851665496826,3.4610869884490967,4.787992000579834,5.809192657470703,5.396949291229248,3.915129184722901,3.73843002319336,4.088762283325195,3.8764359951019287,3.7555670738220215
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.955019474029541,4.659388065338135,4.464306831359863,4.11944055557251,4.369673728942871,4.268722534179688,3.9137487411499023,3.0523457527160645,3.176129102706909,3.195237159729004,3.354492664337158,3.3438422679901123,3.1585659980773926,3.728242874145508,3.189626932144165
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.039413928985596,5.458640575408936,4.734286785125732,5.267040729522705,6.216348171234131,5.941348075866699,7.039434432983398,9.968974113464355,8.132282257080078,8.328814506530762,7.000495433807373,7.281307220458984,7.160525321960449,9.021392822265623,8.223342895507812
